id,sex,dob,juv_fel_count,juv_misd_count,juv_other_count,compas_screening_date,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_charge_degree,is_recid,num_r_cases,max_degree,min_degree,avg_degree,med_degree,charges_recid,charges_no_recid,charges_total,charge_latest,decile_recid,decile_violence,decile_fail_to_appear,race_African-American,race_Asian,race_Caucasian,race_Hispanic,race_Native American,race_Other,km_cl,db_cl,complete_cl,average_cl,ward_cl
4482,1,0.66072,0,0,0,0.94468,2,-3e-05,0.94465,0.94468,0.94465,0.85,0,0,0.85,0.6,0.7,0.6,0,5,5,0.94465,2,2,1,0,0,0,0,0,1,0,0,0,3,1
4483,1,0.64351,0,0,0,0.93793,6,-3e-05,0.9379,0.93801,0.9379,0.85,1,2,0.9,0.0,0.42667,0.55,8,22,30,0.94684,7,4,4,1,0,0,0,0,0,0,0,0,3,1
4484,1,0.356,0,0,0,0.94312,0,0.0,0.94312,0.94315,0.94309,0.6,0,0,0.6,0.0,0.075,0.0,1,7,8,0.95675,1,1,3,0,0,0,1,0,0,0,0,0,3,1
4485,1,0.71489,0,0,0,0.9387,3,-3e-05,0.93867,0.9387,0.93867,0.85,1,1,1.0,0.0,0.44773,0.575,3,19,22,0.95432,3,4,2,1,0,0,0,0,0,0,0,0,3,1
4486,1,0.73058,0,1,0,0.94148,2,-3e-05,0.94145,0.94167,0.94145,0.85,1,2,0.9,0.0,0.535,0.55,8,2,10,0.94976,8,8,4,0,0,1,0,0,0,0,0,0,3,1
4487,1,0.63239,0,0,0,0.9482,0,-3e-05,0.94818,0.94839,0.94818,0.85,0,0,0.85,0.6,0.76667,0.85,0,3,3,0.94801,2,2,3,0,0,0,1,0,0,0,0,0,3,1
4488,1,0.7317,0,0,0,0.94334,3,-3e-05,0.94331,0.94339,0.94331,0.85,1,1,0.85,0.0,0.35588,0.55,3,14,17,0.95861,6,5,5,0,0,0,1,0,0,0,0,0,3,1
4489,0,0.67834,0,0,0,0.94902,3,-3e-05,0.94899,0.94905,0.94899,0.85,0,0,0.85,0.0,0.33636,0.55,0,11,11,0.94899,6,2,1,1,0,0,0,0,0,0,0,0,3,1
4490,1,0.72429,0,0,0,0.94424,1,-3e-05,0.94421,0.94427,0.94421,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.9405,2,3,1,1,0,0,0,0,0,0,0,0,3,1
4491,1,0.70572,0,0,0,0.93025,1,-3e-05,0.93023,0.93025,0.93023,0.85,1,4,0.85,0.0,0.6125,0.6,7,5,12,0.95957,4,5,2,1,0,0,0,0,0,0,0,0,3,1
4492,0,0.75929,0,0,0,0.94102,0,-3e-05,0.94099,0.94102,0.94099,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94099,4,6,1,1,0,0,0,0,0,0,0,0,3,1
4493,1,0.63493,0,0,4,0.94148,9,-3e-05,0.94145,0.94148,0.94145,0.9,0,0,1.0,0.0,0.49444,0.55,0,27,27,0.94145,9,7,8,1,0,0,0,0,0,0,0,0,3,1
4494,0,0.46588,0,0,0,0.93031,0,0.0,0.93031,0.93034,0.93031,0.85,0,0,0.85,0.0,0.58,0.6,0,5,5,0.93031,1,2,1,1,0,0,0,0,0,0,0,0,3,1
4495,1,0.7388,0,0,0,0.93686,1,-0.00011,0.93676,0.93678,0.93676,0.85,0,0,0.85,0.85,0.85,0.85,0,4,4,0.93676,3,5,2,1,0,0,0,0,0,0,0,0,3,1
4496,1,0.71927,0,0,0,0.9387,0,-3e-05,0.93867,0.9387,0.93867,0.85,0,0,0.9,0.85,0.875,0.875,0,2,2,0.93867,3,4,1,1,0,0,0,0,0,0,0,0,3,1
4497,1,0.36335,0,0,0,0.94897,7,-5e-05,0.94891,0.95378,0.94894,0.85,0,0,0.85,0.0,0.50333,0.6,0,15,15,0.94891,4,4,3,1,0,0,0,0,0,0,0,0,3,1
4498,1,0.69544,0,0,0,0.94818,10,0.00019,0.94837,0.94837,0.94506,0.85,1,4,0.9,0.0,0.55147,0.55,4,30,34,0.94834,7,5,3,0,0,1,0,0,0,0,0,0,3,1
4499,1,0.62266,0,0,0,0.94115,3,0.0,0.94115,0.9426,0.94113,0.85,0,0,0.85,0.0,0.53214,0.6,0,14,14,0.94113,5,2,8,1,0,0,0,0,0,0,0,0,3,1
4500,1,0.66903,0,0,0,0.93391,5,0.0,0.93391,0.93391,0.90747,0.85,0,0,1.0,0.55,0.79722,0.85,0,18,18,0.90747,8,5,5,1,0,0,0,0,0,0,0,0,3,1
4501,0,0.76232,1,0,0,0.94268,1,0.0132,0.95588,0.95621,0.94126,0.85,1,1,0.85,0.55,0.7,0.7,1,1,2,0.95014,10,9,2,1,0,0,0,0,0,0,0,0,3,1
4502,1,0.46776,0,0,0,0.93271,1,0.0,0.93271,0.93271,0.91717,0.6,0,0,0.6,0.0,0.45,0.6,0,4,4,0.91717,1,1,1,0,0,1,0,0,0,0,0,0,3,1
4503,1,0.66864,0,0,0,0.94397,1,0.0,0.94397,0.94402,0.94397,0.6,1,1,0.6,0.0,0.3625,0.55,4,4,8,0.94577,2,2,1,1,0,0,0,0,0,0,0,0,3,1
4504,1,0.77604,3,0,0,0.94686,2,-0.00232,0.94454,0.94686,0.94547,0.9,1,2,0.9,0.6,0.81667,0.85,2,4,6,0.9541,9,7,2,1,0,0,0,0,0,0,0,0,3,1
4505,1,0.73399,0,0,0,0.93189,0,-3e-05,0.93187,0.93189,0.93187,0.85,0,0,0.85,0.6,0.76667,0.85,0,3,3,0.93187,6,5,1,0,0,1,0,0,0,0,0,0,3,1
4506,1,0.62075,3,0,0,0.94145,8,0.0,0.94145,0.94145,0.91662,0.9,0,0,1.0,0.0,0.72895,0.85,0,19,19,0.91659,10,7,5,1,0,0,0,0,0,0,0,0,3,1
4507,1,0.49189,0,0,0,0.94774,0,0.0,0.94774,0.94774,0.94774,0.6,0,0,0.6,0.0,0.1,0.0,0,6,6,0.94774,1,1,2,0,0,1,0,0,0,0,0,0,3,1
4508,0,0.6982,0,0,0,0.9334,3,-3e-05,0.93337,0.9334,0.93337,0.85,1,1,0.85,0.0,0.28667,0.0,2,13,15,0.95897,5,4,4,1,0,0,0,0,0,0,0,0,3,1
4509,1,0.74437,0,0,0,0.93826,0,-3e-05,0.93823,0.93831,0.93823,0.9,1,1,0.9,0.9,0.9,0.9,1,2,3,0.95634,7,7,3,1,0,0,0,0,0,0,0,0,3,1
4510,1,0.42405,0,0,0,0.932,2,-3e-05,0.93197,0.93304,0.93197,0.6,1,1,0.6,0.0,0.34,0.55,2,8,10,0.95438,1,1,2,0,0,1,0,0,0,0,0,0,3,1
4511,1,0.36654,0,0,0,0.93039,1,-3e-05,0.93036,0.93039,0.93036,0.85,0,0,0.85,0.0,0.44,0.4,0,5,5,0.93036,1,1,1,1,0,0,0,0,0,0,0,0,3,1
4512,1,0.74145,0,0,1,0.94402,0,-3e-05,0.944,0.94402,0.944,0.85,1,1,0.85,0.0,0.575,0.725,1,3,4,0.95326,8,8,1,1,0,0,0,0,0,0,0,0,3,1
4513,1,0.71959,0,0,0,0.93394,1,-3e-05,0.93391,0.93405,0.93391,0.85,1,6,0.9,0.0,0.32381,0.0,14,7,21,0.95826,4,6,1,0,0,0,0,0,1,0,0,0,3,1
4514,1,0.31915,0,0,0,0.93998,20,-3e-05,0.93995,0.94001,0.93995,0.85,0,0,0.85,0.0,0.36532,0.55,1,61,62,0.95061,7,1,3,1,0,0,0,0,0,0,-1,0,3,1
4515,1,0.54674,0,0,0,0.94746,14,-0.00552,0.94195,0.94736,0.94192,0.9,0,0,0.9,0.0,0.50978,0.55,0,46,46,0.94192,7,10,10,1,0,0,0,0,0,0,-1,0,3,1
4516,1,0.50462,0,0,0,0.93708,1,0.0,0.93708,0.93708,0.93708,0.55,1,1,0.9,0.0,0.28571,0.0,1,6,7,0.94675,1,1,5,0,0,1,0,0,0,0,0,0,3,1
4517,0,0.73429,0,0,0,0.93501,0,-0.00019,0.93482,0.93498,0.93482,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.93482,4,5,7,1,0,0,0,0,0,0,0,0,3,1
4518,1,0.72129,0,0,0,0.9405,5,-3e-05,0.94047,0.9405,0.94047,0.85,1,1,0.85,0.0,0.1931,0.0,11,47,58,0.96,3,4,1,1,0,0,0,0,0,0,-1,0,3,1
4519,0,0.41512,0,0,0,0.94779,1,-0.0035,0.9443,0.94774,0.9443,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.9443,1,1,3,0,0,1,0,0,0,0,0,0,3,1
4520,0,0.66321,0,0,0,0.93749,3,0.0,0.93749,0.93782,0.93749,0.85,1,1,0.85,0.0,0.3375,0.55,1,19,20,0.94186,6,3,1,1,0,0,0,0,0,0,0,0,3,1
4521,0,0.69361,0,0,0,0.93943,0,0.0,0.93943,0.93943,0.93943,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.93943,5,3,2,0,0,1,0,0,0,0,0,0,3,1
4523,1,0.47773,0,0,0,0.94544,0,-3e-05,0.94542,0.94544,0.94542,0.6,0,0,0.6,0.6,0.6,0.6,0,1,1,0.94542,1,1,1,0,0,0,1,0,0,0,0,0,3,1
4524,1,0.7597,0,0,2,0.94009,0,-8e-05,0.94001,0.94001,0.93998,0.85,0,0,0.85,0.0,0.17,0.0,2,3,5,0.95279,4,7,1,0,0,1,0,0,0,0,0,0,3,1
4525,1,0.67249,0,0,0,0.93023,0,-3e-05,0.9302,0.93039,0.9302,1.0,1,1,1.0,0.6,0.86667,1.0,1,2,3,0.94954,5,4,3,0,0,0,1,0,0,0,0,0,3,1
4526,1,0.67965,0,0,0,0.93473,5,-0.00063,0.93411,0.93468,0.93411,0.85,1,1,0.85,0.0,0.455,0.575,3,7,10,0.95812,5,4,2,0,0,1,0,0,0,0,0,0,3,1
4527,1,0.58425,0,0,0,0.94088,0,-3e-05,0.94085,0.94088,0.94085,0.6,0,0,0.6,0.0,0.2,0.0,1,2,3,0.95806,1,1,1,0,0,0,0,0,1,0,0,0,3,1
4528,1,0.43091,0,0,0,0.94522,2,-3e-05,0.9452,0.94533,0.9452,0.6,0,0,0.85,0.0,0.42692,0.55,2,11,13,0.95162,1,1,2,1,0,0,0,0,0,0,0,0,3,1
4529,1,0.6678,0,0,0,0.9429,4,-3e-05,0.94288,0.9429,0.94288,0.85,0,0,0.85,0.0,0.535,0.7,0,10,10,0.94288,3,3,1,1,0,0,0,0,0,0,0,0,3,1
4530,1,0.70599,0,0,0,0.93919,2,0.0,0.93919,0.93919,0.93916,0.85,0,0,0.9,0.0,0.28529,0.0,0,17,17,0.93916,2,3,1,0,0,0,0,0,1,0,0,0,3,1
4531,1,0.65323,0,0,0,0.94837,0,0.0,0.94837,0.94837,0.94834,0.85,0,0,0.85,0.0,0.34167,0.3,1,5,6,0.96102,1,1,1,0,0,1,0,0,0,0,0,0,3,1
4532,1,0.63111,0,0,0,0.94263,2,-3e-05,0.9426,0.94645,0.9426,0.6,0,0,0.85,0.6,0.79444,0.85,0,9,9,0.9426,8,5,5,1,0,0,0,0,0,0,0,0,3,1
4533,1,0.73287,0,0,1,0.93025,3,0.00049,0.93075,0.93744,0.93014,0.85,1,1,0.85,0.0,0.41429,0.6,2,5,7,0.93061,6,6,4,0,0,1,0,0,0,0,0,0,3,1
4534,0,0.63403,0,0,0,0.9411,0,-3e-05,0.94107,0.9411,0.94107,0.6,0,0,0.6,0.0,0.12,0.0,2,3,5,0.95613,2,1,2,1,0,0,0,0,0,0,0,0,3,1
4535,1,0.61766,0,0,0,0.94525,2,-3e-05,0.94522,0.94525,0.94522,0.85,0,0,0.85,0.0,0.50625,0.6,0,8,8,0.94522,1,1,2,0,0,1,0,0,0,0,0,0,3,1
4536,0,0.51606,0,0,0,0.93646,1,-8e-05,0.93637,0.9364,0.93637,0.85,0,0,0.9,0.0,0.20294,0.0,1,16,17,0.94725,1,1,4,0,0,1,0,0,0,0,0,0,3,1
4537,1,0.55368,0,0,0,0.932,8,-3e-05,0.93197,0.93203,0.93197,0.85,0,0,1.0,0.0,0.30366,0.0,6,35,41,0.96159,4,2,3,1,0,0,0,0,0,0,0,0,3,1
4538,1,0.58745,0,1,0,0.93236,16,-3e-05,0.93233,0.93673,0.93233,1.0,0,0,1.0,0.0,0.41778,0.55,0,45,45,0.93233,9,3,5,1,0,0,0,0,0,0,-1,0,3,1
4540,1,0.69651,0,0,0,0.94823,2,-0.00484,0.94339,0.94397,0.94339,0.85,0,0,0.85,0.0,0.22619,0.0,0,21,21,0.93941,4,3,3,0,0,1,0,0,0,0,0,0,3,1
4541,1,0.65933,0,0,0,0.93225,3,0.00057,0.93282,0.93353,0.89649,1.0,0,0,1.0,0.0,0.23182,0.0,1,10,11,0.94725,2,2,2,0,0,1,0,0,0,0,0,0,3,1
4542,1,0.52516,0,0,0,0.94823,18,0.0,0.94823,0.94823,0.94334,0.55,0,0,0.9,0.0,0.51548,0.575,0,42,42,0.94334,8,3,5,1,0,0,0,0,0,0,-1,0,3,1
4543,0,0.62714,0,0,0,0.94307,1,-3e-05,0.94304,0.94309,0.94304,0.6,0,0,0.6,0.0,0.3,0.3,2,2,4,0.95755,2,2,1,0,0,1,0,0,0,0,0,0,3,1
4544,1,0.68861,0,0,0,0.93408,2,0.0,0.93408,0.93427,0.93408,0.6,1,3,0.9,0.0,0.50357,0.6,6,8,14,0.94632,5,6,1,1,0,0,0,0,0,0,0,0,3,1
4545,1,0.47085,0,0,0,0.947,1,-0.0009,0.9461,0.94634,0.9461,0.85,0,0,1.0,0.85,0.925,0.925,0,2,2,0.94348,3,1,5,1,0,0,0,0,0,0,0,0,3,1
4546,1,0.63826,0,0,0,0.94126,0,-3e-05,0.94124,0.94126,0.94124,0.85,1,1,0.85,0.0,0.10769,0.0,1,12,13,0.95574,1,1,1,1,0,0,0,0,0,0,0,0,3,1
4548,1,0.73361,0,0,0,0.94345,2,-3e-05,0.94342,0.94345,0.94342,0.6,0,0,0.85,0.0,0.37143,0.55,2,5,7,0.96142,5,5,1,0,0,1,0,0,0,0,0,0,3,1
4549,0,0.52084,0,0,0,0.94337,2,-0.00115,0.94222,0.94225,0.94222,0.85,0,0,0.85,0.0,0.35,0.275,0,4,4,0.94222,3,1,4,1,0,0,0,0,0,0,0,0,3,1
4550,1,0.56057,0,1,1,0.94121,24,-3e-05,0.94118,0.94121,0.94118,0.6,1,2,0.9,0.0,0.46129,0.55,4,58,62,0.94651,8,7,8,1,0,0,0,0,0,0,-1,0,3,1
4552,1,0.72872,0,0,0,0.94033,1,-0.00123,0.93911,0.93911,0.93911,0.85,0,0,0.85,0.55,0.76111,0.85,0,9,9,0.93911,2,3,3,1,0,0,0,0,0,0,0,0,3,1
4553,1,0.62037,0,0,0,0.93334,2,0.0,0.93334,0.93334,0.93334,0.55,1,5,0.85,0.0,0.40625,0.55,8,8,16,0.96009,3,2,1,0,0,0,1,0,0,0,0,0,3,1
4554,1,0.63332,0,0,0,0.93943,1,0.0,0.93943,0.93943,0.93924,0.9,0,0,0.9,0.9,0.9,0.9,0,1,1,0.84876,10,6,7,1,0,0,0,0,0,0,0,0,3,1
4556,0,0.6319,0,0,0,0.94236,3,-3e-05,0.94233,0.94236,0.94233,0.6,0,0,0.85,0.0,0.37143,0.55,1,6,7,0.94397,4,1,1,1,0,0,0,0,0,0,0,0,3,1
4557,1,0.62734,0,0,0,0.93553,3,-0.00115,0.93438,0.9355,0.93435,0.85,0,0,0.9,0.0,0.59375,0.725,2,14,16,0.9493,5,3,6,0,0,1,0,0,0,0,0,0,3,1
4558,1,0.6313,0,0,0,0.94167,0,-3e-05,0.94165,0.94184,0.94165,0.85,0,0,0.85,0.55,0.7,0.7,0,2,2,0.94165,1,2,1,0,0,1,0,0,0,0,0,0,3,1
4559,1,0.55327,0,0,0,0.94145,2,0.00126,0.94271,0.94304,0.9399,0.6,1,1,1.0,0.4,0.59545,0.6,7,4,11,0.94667,6,5,8,1,0,0,0,0,0,0,0,0,3,1
4560,1,0.58764,0,0,0,0.93763,1,-3e-05,0.9376,0.93763,0.9376,0.6,0,0,0.6,0.0,0.14375,0.0,1,7,8,0.93798,1,1,1,0,0,0,1,0,0,0,0,0,3,1
4562,1,0.68318,0,0,0,0.93637,9,-3e-05,0.93635,0.9364,0.93635,0.6,0,0,1.0,0.0,0.79429,1.0,1,34,35,0.94113,5,4,2,1,0,0,0,0,0,0,0,0,3,1
4563,0,0.7102,0,0,0,0.9317,0,-3e-05,0.93167,0.9317,0.93167,0.85,1,1,0.85,0.85,0.85,0.85,1,1,2,0.93564,5,5,1,1,0,0,0,0,0,0,0,0,3,1
4564,1,0.45323,0,0,0,0.93889,14,0.01355,0.95244,0.95255,0.90323,0.85,1,1,0.9,0.0,0.43426,0.55,5,49,54,0.95276,4,2,7,0,0,0,0,0,1,0,-1,0,3,1
4565,1,0.50164,0,0,0,0.94539,2,-3e-05,0.94536,0.94539,0.94536,0.85,0,0,0.85,0.6,0.725,0.725,0,2,2,0.89477,1,1,1,0,0,1,0,0,0,0,0,0,3,1
4566,0,0.65804,0,0,0,0.93107,1,-3e-05,0.93105,0.9311,0.93105,0.6,0,0,0.6,0.0,0.19167,0.0,0,6,6,0.93105,4,3,1,1,0,0,0,0,0,0,0,0,3,1
4567,0,0.48702,0,0,0,0.93312,0,-5e-05,0.93307,0.93309,0.93307,0.55,0,0,0.6,0.55,0.575,0.575,0,2,2,0.93307,2,1,5,1,0,0,0,0,0,0,0,0,3,1
4568,1,0.722,0,0,0,0.94148,0,-3e-05,0.94145,0.94148,0.94145,0.85,1,1,0.85,0.0,0.37,0.4,2,3,5,0.94632,2,3,1,0,0,1,0,0,0,0,0,0,3,1
4569,1,0.58841,0,0,0,0.93673,5,-0.00287,0.93386,0.93673,0.93389,0.55,0,0,1.0,0.0,0.29762,0.0,0,21,21,0.93386,5,1,3,0,0,1,0,0,0,0,0,0,3,1
4571,1,0.74899,0,0,0,0.94288,0,0.0,0.94288,0.9429,0.94285,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94285,3,6,1,1,0,0,0,0,0,0,0,0,3,1
4572,1,0.58016,0,0,0,0.94159,5,-3e-05,0.94156,0.94162,0.94156,0.9,0,0,0.85,0.0,0.2625,0.0,1,19,20,0.94834,1,1,1,1,0,0,0,0,0,0,0,0,3,1
4573,1,0.50172,0,0,0,0.94883,0,0.0,0.94883,0.94886,0.9488,0.6,0,0,0.6,0.0,0.3,0.3,0,2,2,0.9488,1,1,1,0,0,1,0,0,0,0,0,0,3,1
4574,1,0.64977,0,0,0,0.9305,9,0.0,0.9305,0.9337,0.9305,0.85,1,1,0.85,0.0,0.4004,0.55,9,41,50,0.95178,8,4,4,0,0,1,0,0,0,0,0,0,3,1
4575,1,0.74361,0,0,1,0.9311,1,0.00402,0.93512,0.94394,0.92987,0.85,0,0,0.9,0.0,0.64167,0.725,0,6,6,0.92987,4,6,3,1,0,0,0,0,0,0,0,0,3,1
4576,0,0.66121,0,0,0,0.9323,1,-0.00117,0.93113,0.93113,0.93113,0.85,0,0,0.85,0.0,0.2125,0.0,0,4,4,0.93113,3,2,1,0,0,1,0,0,0,0,0,0,3,1
4577,1,0.55076,0,0,0,0.94722,5,-0.00049,0.94673,0.94722,0.94673,0.85,0,0,0.85,0.0,0.42857,0.55,0,14,14,0.94673,2,2,1,0,0,0,0,1,0,0,0,0,3,1
4578,1,0.45714,0,0,0,0.94227,2,-5e-05,0.94222,0.94225,0.94222,0.85,0,0,0.9,0.0,0.32857,0.0,0,7,7,0.94222,1,1,1,1,0,0,0,0,0,0,0,0,3,1
4579,1,0.43796,0,0,0,0.93413,0,-3e-05,0.93411,0.93482,0.93411,0.9,1,1,0.9,0.0,0.53,0.6,2,7,9,0.94337,4,1,3,1,0,0,0,0,0,0,0,0,3,1
4580,1,0.71009,0,0,1,0.9323,5,-3e-05,0.93228,0.93872,0.93228,0.85,1,2,0.85,0.0,0.49048,0.6,3,18,21,0.94746,10,8,3,1,0,0,0,0,0,0,0,0,3,1
4581,1,0.35829,0,0,0,0.93706,10,0.0,0.93706,0.93706,0.93421,0.85,0,0,0.9,0.4,0.72619,0.85,0,21,21,0.92331,9,4,10,1,0,0,0,0,0,0,0,0,3,1
4582,0,0.49678,0,0,0,0.93228,7,-3e-05,0.93225,0.93277,0.93225,0.6,0,0,0.9,0.55,0.75333,0.85,0,15,15,0.93225,8,3,9,1,0,0,0,0,0,0,0,0,3,1
4583,1,0.73413,0,1,2,0.94618,3,0.0,0.94618,0.94722,0.94618,0.6,0,0,0.9,0.0,0.5375,0.575,0,8,8,0.94618,6,5,4,0,0,1,0,0,0,0,0,0,3,1
4584,1,0.33854,0,0,0,0.93309,3,-3e-05,0.93307,0.93309,0.93307,0.6,0,0,0.85,0.0,0.23529,0.0,1,16,17,0.93779,1,1,3,0,0,1,0,0,0,0,0,0,3,1
4585,0,0.21017,0,0,0,0.94266,0,-3e-05,0.94263,0.94266,0.94263,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94263,1,1,1,1,0,0,0,0,0,0,0,0,3,1
4586,1,0.39072,0,0,0,0.93334,10,0.00672,0.94006,0.94503,0.93334,0.85,1,1,0.9,0.0,0.56852,0.6,2,25,27,0.96052,4,3,7,0,0,0,0,0,1,0,0,0,3,1
4587,1,0.59685,0,0,0,0.94648,0,-3e-05,0.94645,0.94662,0.94645,0.6,1,1,0.6,0.6,0.6,0.6,1,1,2,0.94665,7,4,6,0,0,1,0,0,0,0,0,0,3,1
4588,1,0.71817,0,0,1,0.94328,2,-3e-05,0.94326,0.94356,0.94326,0.85,1,1,0.9,0.0,0.49792,0.55,6,18,24,0.95167,3,4,1,1,0,0,0,0,0,0,0,0,3,1
4589,1,0.727,0,0,0,0.94689,0,-3e-05,0.94686,0.94689,0.94686,0.85,0,0,0.85,0.85,0.85,0.85,0,1,1,0.94686,6,5,1,0,0,0,1,0,0,0,0,0,3,1
4590,1,0.58775,0,0,0,0.94714,3,-3e-05,0.94711,0.94716,0.94711,0.6,1,1,0.6,0.0,0.335,0.55,2,8,10,0.9579,2,1,1,0,0,0,1,0,0,0,0,0,3,1
4591,1,0.71102,0,2,1,0.93031,9,0.0,0.93031,0.93178,0.93031,0.9,0,0,1.0,0.0,0.5275,0.55,0,20,20,0.93028,9,9,2,0,0,1,0,0,0,0,0,0,3,1
4592,1,0.75068,0,0,1,0.93706,0,-3e-05,0.93703,0.93798,0.93703,0.6,1,1,0.6,0.0,0.47,0.6,2,3,5,0.9426,10,9,3,1,0,0,0,0,0,0,0,0,3,1
4593,1,0.58387,0,0,0,0.93146,0,-3e-05,0.93143,0.93146,0.93143,0.6,0,0,0.6,0.0,0.2,0.0,0,3,3,0.93143,1,1,2,0,1,0,0,0,0,0,0,0,3,1
4594,1,0.71104,0,0,0,0.9467,2,0.0,0.9467,0.94673,0.9467,0.9,0,0,1.0,0.0,0.49375,0.6,0,8,8,0.9467,3,5,1,0,0,1,0,0,0,0,0,0,3,1
4595,1,0.66465,0,0,0,0.93025,5,-3e-05,0.93023,0.93036,0.93023,0.85,1,1,0.9,0.0,0.58,0.6,2,8,10,0.93364,7,5,3,1,0,0,0,0,0,0,0,0,3,1
4596,1,0.43946,0,0,0,0.93312,0,0.0,0.93312,0.93312,0.93309,0.6,1,1,0.6,0.55,0.58333,0.6,1,2,3,0.93574,1,1,3,1,0,0,0,0,0,0,0,0,3,1
4597,1,0.62444,0,0,0,0.94427,3,0.0,0.94427,0.9443,0.94427,0.6,0,0,1.0,0.0,0.48571,0.6,0,7,7,0.94427,2,3,2,0,0,0,0,0,1,0,0,0,3,1
4598,1,0.66419,0,0,0,0.9337,5,-3e-05,0.93367,0.93372,0.93367,0.85,1,1,0.9,0.0,0.5625,0.6,10,10,20,0.96142,10,8,5,1,0,0,0,0,0,0,0,0,3,1
4599,1,0.37045,0,0,0,0.94214,13,-3e-05,0.94211,0.94872,0.94211,0.85,1,1,0.85,0.0,0.61571,0.6,1,34,35,0.95061,2,2,2,1,0,0,0,0,0,0,0,0,3,1
4600,1,0.73997,1,1,0,0.93692,5,-3e-05,0.93689,0.94222,0.93689,0.85,0,0,0.9,0.0,0.5875,0.725,0,8,8,0.93061,9,6,2,1,0,0,0,0,0,0,0,0,3,1
4601,1,0.5568,0,0,0,0.94973,7,-3e-05,0.9497,0.95083,0.9497,0.85,0,0,0.9,0.0,0.57188,0.6,1,15,16,0.96208,8,6,9,0,0,1,0,0,0,0,0,0,3,1
4602,1,0.60078,0,0,0,0.94533,3,-0.00082,0.94451,0.94531,0.88206,0.6,0,0,0.6,0.0,0.25,0.0,1,6,7,0.9476,5,1,1,0,0,1,0,0,0,0,0,0,3,1
4603,1,0.56696,0,0,0,0.93143,2,0.0,0.93143,0.93143,0.93143,0.85,1,1,0.9,0.0,0.45,0.475,4,8,12,0.95883,3,1,3,1,0,0,0,0,0,0,0,0,3,1
4604,1,0.48131,0,0,0,0.93176,1,0.0,0.93176,0.93632,0.93173,0.6,0,0,0.85,0.0,0.26053,0.0,0,19,19,0.93173,1,1,1,0,0,0,1,0,0,0,0,0,3,1
4605,1,0.64613,0,0,0,0.93353,3,-3e-05,0.9335,0.93353,0.9335,0.6,1,2,0.6,0.0,0.30385,0.55,4,9,13,0.94626,1,1,2,0,0,0,0,0,1,0,0,0,3,1
4606,1,0.7633,1,1,0,0.94659,2,0.00443,0.95102,0.95763,0.94645,0.85,0,0,0.9,0.55,0.73333,0.725,0,6,6,0.93637,4,7,1,1,0,0,0,0,0,0,0,0,3,1
4607,1,0.35029,0,0,0,0.94757,1,0.0,0.94757,0.94757,0.94757,0.6,0,0,0.6,0.0,0.24,0.0,0,5,5,0.94757,1,1,3,0,1,0,0,0,0,0,0,0,3,1
4608,1,0.75372,0,1,1,0.9335,1,-3e-05,0.93348,0.93361,0.93348,0.85,1,1,0.85,0.0,0.40909,0.55,4,7,11,0.9373,10,8,1,1,0,0,0,0,0,0,0,0,3,1
4609,1,0.45913,0,0,0,0.9387,0,-3e-05,0.93867,0.9387,0.93867,0.6,0,0,0.6,0.0,0.4,0.6,0,6,6,0.93867,1,1,1,0,0,1,0,0,0,0,0,0,3,1
4610,1,0.69301,0,0,0,0.9314,7,-3e-05,0.93137,0.93148,0.93137,0.85,1,4,0.9,0.55,0.79891,0.85,22,24,46,0.94826,9,8,6,1,0,0,0,0,0,0,0,0,3,1
4611,1,0.68583,0,0,0,0.93752,0,0.0,0.93752,0.93755,0.93752,0.55,0,0,0.55,0.0,0.275,0.275,0,2,2,0.93752,1,2,1,1,0,0,0,0,0,0,0,0,3,1
4612,1,0.65198,0,0,0,0.94577,4,-3e-05,0.94574,0.94588,0.94574,0.85,1,1,0.85,0.0,0.54167,0.55,4,8,12,0.96244,7,2,3,0,0,1,0,0,0,0,0,0,3,1
4613,0,0.63564,0,0,0,0.93044,2,0.00929,0.93973,0.94186,0.92083,0.85,0,0,0.85,0.85,0.85,0.85,0,4,4,0.92083,3,2,4,1,0,0,0,0,0,0,0,0,3,1
4614,1,0.56609,0,0,0,0.9497,11,-3e-05,0.94968,0.9497,0.94968,0.85,0,0,1.0,0.0,0.55161,0.6,0,31,31,0.94968,9,4,5,1,0,0,0,0,0,0,0,0,3,1
4615,0,0.72085,0,0,0,0.93066,2,0.0,0.93066,0.93151,0.93066,0.55,0,0,0.9,0.0,0.16667,0.0,4,8,12,0.95815,6,5,1,1,0,0,0,0,0,0,0,0,3,1
4616,1,0.72323,0,0,0,0.93154,4,-3e-05,0.93151,0.9329,0.93151,0.85,1,55,0.9,0.0,0.71104,0.85,56,21,77,0.93943,9,9,3,1,0,0,0,0,0,0,0,0,3,1
